QA_text,Category
"##Question: 관람장의 가입업종 알려줘? ##Answer: 관람장의 가입업종은 관람장(경마장, 경륜장, 경정장, 자동차경주장등)을 적용합니다.‘경륜’이란 자전거 경주에 대한 승자투표권을 발매하고 승자투표 적중자에게 환급금을내주는 행위를 말합니다.‘경정’이란 모터보트 경주에 대한 승자투표권을 발매하고 승자투표 적중자에게 환급금을 내주는 행위를 말합니다. ‘경마’라 함은 기수가 기승한 말의 경주에 승마투표권을 발매하고, 승마적중자에게 환급금을 교부하는 행위를 말합니다.","장기보험-물건,사물"
"##Question: 박람회장의 가입업종 알려줘? ##Answer: 박람회장의 가입업종은 박람회장및사업전시장을 적용합니다.‘박람회장’은 대전, 여수세계박람회장과 같은 박람회장과 부대시설을 말합니다.","장기보험-물건,사물"
"##Question: 박물관의 가입업종 알려줘? ##Answer: 박물관의 가입업종은 박물관, 미술관, 과학관, 기념관을 적용합니다.박물관에는 이와 유사한 자료관, 사료관, 유물관, 전시장, 전시관, 향토관, 교육관, 문서관, 기념관, 보존소, 민속관, 민속촌, 문화관, 예술관, 문화의 집을 포함하나, 관련 위락시설(유원시설)이나 관광편의시설은 별개로 적용해야 합니다.","장기보험-물건,사물"
"##Question: 동물원의 가입업종 알려줘? ##Answer: 동물원의 가입업종은 동식물원(동물원, 식물원, 수족관 등)을 적용합니다.'동?식물원’은 일반대중이 관람할 수 있도록 산 식물 및 동물을 일정시설에서 보존?관리하는 시설을 말하며, 관람목적의 수족관시설을 포함하거나 별개로 운영하는 경우 적용합니다.","장기보험-물건,사물"
"##Question: 모델하우스의 가입업종 알려줘? ##Answer: 모델하우스의 가입업종은 모델하우스를 적용합니다.","장기보험-물건,사물"
"##Question: 창고시설의 가입업종 알려줘? ##Answer: 창고시설의 가입업종은 보통품창고를 적용합니다.","장기보험-물건,사물"
"##Question: 주유소의 가입업종 알려줘? ##Answer: 주유소의 가입업종은 지하저유탱크가 있는 가솔린판매소 및 취급소를 적용합니다.","장기보험-물건,사물"
"##Question: 주유소를 제외한 석유제품을 판매하는 곳의 가입업종 알려줘? ##Answer: 주유소를 제외한 석유대리점의 가입업종은 기타 석유제품(가스류 제외) 판매소 및 취급소 적용합니다.석유제품은 휘발유, 등유, 경유, 중유 등을 말합니다.","장기보험-물건,사물"
"##Question: 차량용 LPG 충전소의 가입업종 알려줘? ##Answer: 차량용 LPG 충전소의 가입업종은 가스류 취급소 및 판매소를 적용합니다그러나 다른 충전사업 용기충전사업, 소형용기충전사업 및 가스난방기용기 충전사업은공장물건을 적용해야 하며, 천연가스충전소(CNG)는 심사자와 협의가 필요합니다.(액화석유가스의 안전관리 및 사업법)","장기보험-물건,사물"
"##Question: 유해성이 있는 화학물질을 취급 하는 곳의 가입업종 알려줘? ##Answer: 위험물 취급소의 가입업종은 위험물 및 유독물 취급·저장소를 적용합니다. 이 요율은 원유, 위험물 및 유독물 취급소·저장소(주유소, 석유류, 가스류 취급소 및 판매소 제외)의 구내시설 전부에 대하여 적용한다.","장기보험-물건,사물"
"##Question: 여객자동차터미널의 가입업종 알려줘? ##Answer: 여객자동차터미널의 가입업종은 여객자동차터미널, 철도, 공항시설, 항만시설등 적용합니다. 이 요율은 상기 시설의 여객 및 화물터미널 건물과 동 건물내의 부대 편의시설(근린 생활시설, 일용품 등의 소매점)에 대하여 적용하며, 구내에 소재한 기타 시설에 대해서는 건물 단위로 용도에 따라 해당하는 요율을 적용합니다.","장기보험-물건,사물"
"##Question: 항공기 격납고의 가입업종 알려줘? ##Answer: 항공기 격납고의 가입업종은 항공기 격납고를 적용합니다. 그러나 수선시에는 공장물건 항공기제조를 적용해야 합니다","장기보험-물건,사물"
"##Question: 주차전용건물의 가입업종 알려줘? ##Answer: 주차전용건물의 가입업종은 주차전용건물을 적용합니다. 주차전용건물이란 「주차장법 제2조」 주차전용건축물과 동일한 개념으로서 건축물의 연면적 중 주차장으로 사용되는 부분의 비율이 95퍼센트 이상인 것을 말합니다.","장기보험-물건,사물"
"##Question: 폐차장의 가입업종 알려줘? ##Answer: 폐차장의 가입업종은 폐차장을 적용합니다‘자동차폐차업’은 ‘자동차해체재활용업’으로 2009년 2월 6일 법개정으로 용어가 바뀌었으며, 폐차 요청된 자동차(이륜자동차 제외)의 인수, 재사용 가능한 부품의 회수, 폐차 및 말소등록신청의 대행을 업으로 하는 것을 말한다.","장기보험-물건,사물"
"##Question: 세차장의 가입업종 알려줘? ##Answer: 세차장의가입업종은 세차장을 적용합니다.","장기보험-물건,사물"
"##Question: 중고차 매매하는 곳의 가입업종 알려줘? ##Answer: 중고차 매매소의 가입업종은 매매장을 적용합니다.","장기보험-물건,사물"
"##Question: 경정비 하는 곳의 가입업종 알려줘? ##Answer: 경정비소의 가입업종은 검사장, 경정비업소를 적용합니다자동차 부분,전문 정비업에 적용하며. 소형자동차정비업과 종합자동차정비업은 공장물건을 적용해야 합니다","장기보험-물건,사물"
"##Question: 자동차 정비학원의 가입업종 알려줘? ##Answer: 자동차 정비학원의 가입업종은 정비학원을 적용합니다 단, 정비공장은 공장물건요율을 적용합니다","장기보험-물건,사물"
"##Question: 우사의 가입업종 알려줘? ##Answer: 우사의 가입업종은 축사(잠사포함), 동물검역소를 적용합니다.","장기보험-물건,사물"
"##Question: 부화장의 가입업종 알려줘? ##Answer: 부화장의 가입업종은 부화장을 적용합니다","장기보험-물건,사물"
"##Question: 고물상의 가입업종 알려줘? ##Answer: 고물상의 가입업종은 고물상을 적용합니다.재생할 수 있는 고물 및 스크랩을 수집, 판매하는 사업장이며, 분쇄 등의 가공작업을 포함하지 않는다","장기보험-물건,사물"
"##Question: 폐 플라스틱을 보관하는 곳의 가입업종 알려줘? ##Answer: 폐 플라스틱 보관소의 가입업종은 폐기물재활용시설을 적용합니다.단, 소각, 증발?농축, 고형화, 정제 등의 다른 공정을 포함하는 경우가 있어 공장물건의 해당 공장종별 요율을 적용해야 합니다.","장기보험-물건,사물"
"##Question: 버섯재배시설의 가입업종 알려줘? ##Answer: 버섯재배시설의 가입업종은 버섯재배실, 종묘배양시설을 적용합니다.","장기보험-물건,사물"
"##Question: 화초재배시설의 가입업종 알려줘? ##Answer: 화초재배시설의 가입업종은 화초및 분재 등의 온실을 적용합니다.단, 식물원 구내 설치된 온실은 관람시설로 사용여부에 따라 적용 직업종별이 달라질 수 있어 식물원으로 사용하는 온실의 경우 동?식물원을 적용합니다.","장기보험-물건,사물"
"##Question: 방송을 하기 위하여 설치한 무선국의 가입업종 알려줘? ##Answer: 방송 무선국의 가입업종은 텔레비젼방송국을 적용합니다.","장기보험-물건,사물"
"##Question: 중계방송국의 가입업종 알려줘? ##Answer: 중계방송국의 가입업종은 기타 방송국을 적용합니다","장기보험-물건,사물"
"##Question: 전화국의 가입업종 알려줘? ##Answer: 전화국의 가입업종은 전신전화국을 적용합니다.전신전화국은 전화교환 및 전화가설 등의 업무를 취급 하는 시설을 말한다.","장기보험-물건,사물"
"##Question: 촬영하는 세트장의 가입업종 알려줘? ##Answer: 촬영세트장의 가입업종은 촬영소를 적용합니다","장기보험-물건,사물"
"##Question: 영화 제작에 관련된 필름 가공을 하는 곳의 가입업종 알려줘? ##Answer: 영화 제작 필름 가공소의 가입업종은 영화 현상소를 적용합니다.영화 현상소는 일반 또는 광고영화 제작에 관련된 필름 가공, 필름의 편집 및 복제(영화필름), 필름검사 등의 서비스를 하는 시설입니다","장기보험-물건,사물"
"##Question: 화장장의 가입업종 알려줘? ##Answer: 화장장의 가입업종은 화장장을 적용합니다.화장시설(화장장)이란 시체나 유골을 화장하기 위한 시설로 공설 및 사설화장장이 있습니다","장기보험-물건,사물"
"##Question: 납골당의 가입업종 알려줘? ##Answer: 납골당의 가입업종은 납골당을 적용합니다.봉안시설(납골당)은 봉안묘, 봉안당, 봉안탑 등 유골을 안치(매장은 제외)하는 시설을 말합니다.","장기보험-물건,사물"
"##Question: 할인할증의 평가 적용단위 알려줘? ##Answer: [할인할증의 평가 적용단위]는 표준등급(할인할증) 적용시 개인용, 개인소유 업무용 소형차는 '사람'을 따라가고, 개인소유 업무용 소형차를 제외한 업무용차량, 영업용은 '사람+차'를 따라갑니다. ","자동차보험"
"##Question: 단기할인 알려줘? ##Answer: [단기할인]이란 전계약의 보험기간이 1년 미만인 단기계약인 경우도 조건 충족시 반등급(1/2) 할인되는 제도를 말합니다. ","자동차보험"
"##Question: 할인할증 평가대상사고 알려줘? ##Answer: [평가대상사고]란 자동차보험에 의하여 보상책임이 있는 사고를 뜻하며, 할인할증 산정시 영향을 미치는 사고를 말합니다. ","자동차보험"
"##Question: 할인할증 사고점수 알려줘? ##Answer: [할인할증 사고점수 계산]은 개인은 내용별 점수만, 법인은 내용별점수+원인별점수 합산으로 계산됩니다. ","자동차보험"
"##Question: 3년사고요율 알려줘? ##Answer: [3년 사고요율]이란 과거 3년간 및 직전 1년간 사고건수에 따라 차등 적용되는 요율입니다. ","자동차보험"
"##Question: 3년사고요율과 할인할증은 어떻게 다른가 알려줘 ? ##Answer: [3년 사고요율과 할인할증의 차이]는 아래 이미지를 참고해주세요.","자동차보험"
"##Question: 물적사고 할증기준 알려줘? ##Answer: [물적사고 할증기준]이란 대물배상 또는 자기차량손해에 일정금액 이상의 사고가 발생하면 다음해에 보험료가 할증되는 기준을 직접 선택하는 제도입니다. ","자동차보험"
"##Question: 사고환입시 요율산출 알려줘? ##Answer: [사고환입시 요율 산출]은 '요율산출해보기'를 통해 환입 후 요율정보 재산출 및 보험료 재계산이 가능합니다. ","자동차보험"
"##Question: 동일증권 가입한 경우와 미가입한 경우 어떻게 다른지 알려줘? ##Answer: [동일증권 가입 차이]는 아래 이미지를 통해 사고가 없는 경우와 사고가 있는 경우 각각의 내용을 비교해보시기 바랍니다.","자동차보험"
"##Question: 동일증권 갱신시 표준등급 적용원칙 알려줘? ##Answer: [동일증권 갱신시 표준등급 적용원칙]①각 차량별 갱신등급을 구하여 합산한 후 동일증권 가입대수로 산술평균②결과값이 소수점이 나오면 가장 가까운 등급 적용③동일증권 외 차량에서 사고가 나면 각각의 갱신등급을 합한 값에 동일증권 외 차량의 사고점수를 차감하여 산술평균 합니다. ","자동차보험"
"##Question: 할인할증 적용등급의 유효기간 알려줘? ##Answer: [할인할증 적용등급 유효기간]은 전계약 만료일로부터 갱신시점을 확인해주세요. 갱신등급은 유효기간이 있으므로, 만기 후 갱신시점에 따라 등급이 달라질 수 있습니다.","자동차보험"
"##Question: 보험가입경력 인정에 필요한 서류 알려줘? ##Answer: [보험가입경력 인정 서류]는 경력인정 유형에 따라 필요 서류가 상이하니 아래 내용을 확인해주세요.","자동차보험"
"##Question: 가입경력지정자 알려줘? ##Answer: [가입경력지정자]란 기명피보험자가 지정하는 1인, 또는 2인에 대하여 보험가입경력을 인정하는 제도입니다.","자동차보험"
"##Question: 교통법규위반 경력율 적용대상 알려줘 ? ##Answer: [교통법규위반 경력율]이란 피보험자가 개인인 경우 교통법규위반 실적에 따라 적용하는 요율입니다.","자동차보험"
"##Question: 피보험차가입경력요율 알려줘? ##Answer: [피보험자가입경력요율]이란 피보험자가 해당 차량으로 보험에 가입한 경과기간을 말하며, 적용대상은 개인용 전차종, 업무용 개인소요 소형차(개인경승합, 경화물, 개인화물4종)입니다. 피보험자 가입경력 1년이상이고, 차량가입경력 1년미만, 책임개시일기준 차량 2대 이상인 경우 적용됩니다. ","자동차보험"
"##Question: 운전자한정특약 알려줘? ##Answer: [운전자한정특약]이란 피보험자동차를 운전할 수 있는 사람을 제한하는 특약으로 보험료 감소효과는 있으나 운전가능자 외 다른사람이 운전할 경우 대인1외 다른 담보는 보상이 불가합니다. ","자동차보험"
"##Question: 임직원 운전자한정 특약 알려줘? ##Answer: [임직원 운전자한정 특약]이란 법인 사업자의 경우 업무용 자동차 관련 비용의 세제 혜택을 받을 수 있도록 임직원운전자한정 특약이 마련되었습니다. ","자동차보험"
"##Question: 연령한정특약 알려줘? ##Answer: [연령한정특약]이란 피보험자동차를 운전할 수 있는 사람을 제한하는 특약으로 사고발생일 현재 주민등록상 생년월일을 기준으로 계산합니다. ","자동차보험"
"##Question: 자동차보험 누구 명의로 가입해야 하는가 알려줘? ##Answer: [자동차보험 명의자 선정 원칙]기명피보험자는 자동차보험의 명의자를 의미합니다. 자동차사고 시 피보험이익을 받는 실질적 소유자여야 하므로 자동차등록증상의 소유자를 기명피보험자로 선정해야 합니다.선정원칙은 아래와 같습니다.","자동차보험"
"##Question: 운전면허증이 없어도 기명피보험자가 될 수 있는지 알려줘? ##Answer: 운전면허증이 없어도 자동차 등록이 가능하므로 기명피보험자가 될 수 있습니다.","자동차보험"
"##Question: 외국인도 자동차보험 가입이 가능한지 알려줘? ##Answer: 외국인 또는 외국국적동포도 차량 명의자(등록증상 소유자)라면 기명피보험자가 될 수 있습니다.※ 외국인등록번호(외국인) 또는 국내거소신고번호(재외동포)를 이용하여 임시주민번호를 부여할 수 있음 (13자리)※ 보험기간 중도에 국적변경(외국인귀화, 외국국적취득동포)시는 국내거소신고필증, 주민등록등본, 외국인등록증 등 변경등록 전후의 피보험자 번호 및 주소를 확인, 대조할 수 있는 서류를 첨부하면 배서 가능함","자동차보험"
"##Question: 장애인차량은 자동차보험 명의를 어떻게 가입하는지 알려줘? ##Answer: 공동명의인 경우는 공동명의인 중 1인을 선정합니다.※ 장애인과 비장애인 차량 공동명의는 당해 장애인과 주민등록표상 세대를 같이하는 보호자만 가능 (배우자, 직계존비속 및 직계존비속의 배우자, 형제, 자매에 한함)※ 비장애인간 공동명의 (가족이 아니어도 상관없음)→ 중도 기명피보험자 변경시 경력 및 무사고할인 승계 불가","자동차보험"
"##Question: 자동차 소유자인 기명피보험자가 사망하였다면 계약 유지가 어떻게 되는지 알려줘? ##Answer: 보험기간 중 기명피보험자가 사망한 경우 보험기간 말일까지만 해당계약이 유효하며 보험기간 중이라도 상속처리가 끝난 경우 보험은 상속인으로 가입해야 합니다.(할인할증 승계불가)* 상속처리를 누락하고 제3자에게 판매를 하는 등 ‘대포차’로 유통될 가능성이 있으므로 사망자 차량의 보험은 계약체결 시 주의해야 함","자동차보험"
"##Question: 등록증의 명의자와 보험의 기명피보험자가 다르면 어떻게 되는지 알려줘? ##Answer: [등록증의 명의자와 보험의 기명피보험자가 다른 경우] 분쟁의 소지가 있으므로 서면 등의 방법으로 보험사에 알려야 합니다.① 보험료를 아낄 목적으로 소유자와 기명피보험자를 상이하게 하는 경우→ 요율면탈 행위②  실질적 운행자와 관련없는 등록증상 명의자를 기명피보험자로 하는 경우→ 제3자 명의도용③ 운행자의 책임 및 이익 공유자간에 명의 및 기명피보험자 선정 오류→ 가족관계에서 기명피보험자가 차량을 이용하는 빈도가 많다고 해도 등록증상 명의자를 보험에 가입해야 함④ 운수회사 명의로 등록된 개인소유 차량(지입차)은 계약체결시 등록증상 소유자인 운수회사를 기명피보험자로 해야 함→ 실제 차주명의로 피보험자 선정 불가  → 합리적 사유로 소유자가 사용, 관리가 불가한 경우에 한하여 실제 사용, 관리자를 기명피보험자로 예외적 적용할 수는 있으나 심사대상이며 등록증상 명의자 동의가 필수임","자동차보험"
"##Question: 보유자코드 알려줘? ##Answer: [보유자코드]란 영업용 법인체 또는 자가용 전차량일괄담보 특약에 가입한 업체에 대해 업계 공통으로 사용하는 고유번호로 숫자 8자리로 구성되어 있음,자동차보험
"##Question: 보유자코드 언제 사용하는지 알려줘? ##Answer: [보유자코드 사용 경우]① 법인이면서 영업용 자동차보험에 가입하는 경우② 법인이면서 업무용 전차량일괄담보 특약에 가입하는 경우","자동차보험"
"##Question: 보유자코드 어떻게 받느지 알려줘? ##Answer: [보유자코드 발급]⑴ 기존 부여된 업체이면 신청 불필요① 개발원정보조회 > 조건상세 “보유자코드”② “보유자코드” 버튼 클릭③ “보유자코드 일괄조회” 팝업 > 사업자번호입력 후 검색 > 법인명이 나오면 클릭 > 보유자코드 상세에서 정보확인※ 사업자번호 '0'으로 시작하면 “기존 부여”, ‘A’로 시작하면 “신청대기 중”, ‘조회불가’면 “신설업체”⑵ 신설업체 보유자코드 신청방법→ 서류 구비 및 첨부하여 총무가 KNOX메일로 신청","자동차보험"
"##Question: 외국인 등록번호가 없는 주한미군인데 자동차보험에 가입 가능한지 알려줘? ##Answer: [외국인 등록번호가 없는 경우] 지점에서 여권사본 확인하시고 고객등록에서 임시주민번호 등록이 가능합니다.※ 금융실명거래 및 비밀보장에 관한 법률 시행령 (08.2.29) 제3조 (실지명의) 4. 외국인의 경우 출입국관리법에 의한 등록외국인기록표에 기재된 성명 및 등록번호 다만 외국인등록증이 발급되지 않은 경우는 여권 또는 신분증에 기재된 성명 및 번호","자동차보험"
"##Question: 고객정보의 외국인 강제 등록시 필요한 서류 알려줘? ##Answer: [고객정보 외국인 강제 등록 필요서류]여권 등 신분확인 서류(생년월일, 성별, 성명 확인)가 필요합니다.","자동차보험"
"##Question: 귀화하여 피보험자코드가 변경되는 경우 필요서류 알려줘? ##Answer: [피보험자코드 변경 필요서류]① 국적 취득시: 국적취득사실증명서 또는 귀화허가서 + 기본증명서, 또는 주민등록초본 (생년월일, 주소지 등으로 동일인 확인)② 내국인 → 외국인으로 변경 시: 국내거소신고사실증명 (전, 후 주민번호 확인)③ 외국인번호 → 외국인번호: 외국인등록 사실증명 (전, 후 외국인 등록번호 확인)","자동차보험"
"##Question: 주민번호가 타사에서 변경되었는데 어떻게 하는지 알려줘? ##Answer: [주민번호가 타사에서 변경된 경우]전계약사에서 정정 후 변경된 내역 확인가능한 가입증명서 또는 할인할증등급확인서 및 변경 전후 주민번호가 확인 가능한 초본 또는 국내거소신고필증을 첨부하시기 바랍니다. (변경전후 고객ID로 개발원사전정보조회 동의를 해주셔야 요율 확인이 가능합니다.)","자동차보험"
"##Question: 개인사업자는 사업자번호로 자동차보험 가입이 가능한지 알려줘? ##Answer: 사업자번호 가운데 숫자 2자리로 개인사업자와 법인사업자를 구분하며 80~89는 법인명의로 가입, 그 외 개인명의로 가입하시면 됩니다.","자동차보험"
"##Question: 학교차인데 관용물건이 맞나요?? ##Answer: 법인사업자 번호 가운데가 83이면 관용업체입니다.","자동차보험"
"##Question: 교회 차량은 누구 명의로 보험가입해야 하는지 알려줘? ##Answer: 등록증상 소유자인 교회명의로 가입하시면 됩니다. 만일 운행지배 또는 운행이익을 갖는 자동차소유자와 보험계약자를 달리한다면 자동차등록제도의 혼란을 초래하기 때문입니다.","자동차보험"
"##Question: 등록증상 소유자가 목사님이지만 교회 차량인 경우 자동차보험 가입을 어떻게 하나요?? ##Answer: 목사님 앞으로 등록을 했다고 할지라도 등록증상 교회이름도 함께 명시되어있다면 교회차량으로 간주하여 업무용 법인사업자 번호로 가입하는 게 맞습니다. 등록증상 소유자가 개인일지라도 용도는 명백한 업무용 교회차량이라면 그에 맞는 보험료 산정을 위해 법인사업자번호로 가입하는 게 맞습니다.* 참고. 법인차량이 지속적이고 상습적으로 지방세, 과태료 등을 체납한 상태에서 사업자 등록번호를 폐기함에 따라 등록관청에서 압류 등 체납처분을 하지 못하는 등의 문제로 인해, 관공서, 등기를 하지 않는 법인 단체에 대한 자동차 등록규칙이 사업자등록번호가 아닌 대표자의 주민번호로 차량등록을 하도록 개정됨 (10.06.11)","자동차보험"
"##Question: 법인은 본점과 지점 중 누구로 피보험자 보험가입을 하는지 알려줘? ##Answer: 법인의 본점과 지점은 사업자번호는 상이하나 법인번호는 동일합니다. 법인소유 자동차의 경우 등록증상 소유주번호가 법인번호로 등록되며, 지점/본점을 따로 구분하지 않고 있습니다.따라서 법인의 대표성을 가진 본점으로 계약체결을 하며, 지점을 기명피보험자로 선정하지 않습니다. (단, 계약자는 지점 선택 가능)","자동차보험"
"##Question: 피보험자가 사망한 경우 연령 배서를 해야 하는지 알려줘? ##Answer: 피보험자 사망 시에도 해당 계약은 만기 시까지는 유지 가능합니다. 단 실제 사용자가 연령 및 운전자 특약에 위배되지 않도록 변경하셔야 하며, 상속사유 발생 6개월 내 상속처리로 만기이전에차량의 명의를 변경한 경우는 변경소유자를 피보험자로 하는 보험에 새로 가입해야 합니다.","자동차보험"
"##Question: 피보험자 착오가입건에 대한 업무처리는 어떻게 하는지 알려줘? ##Answer: 타인(동명이인 등)으로 착오가입 시 메모결재로 진행하셔야 합니다. 메모결재 기안 시 무사고 확인서, 사유서, 등록증, 신분증, 자필청약서 첨부해야 하며, 가입경력요율, 교통법규위반요율, 할인할증도 정정하셔야 합니다.","자동차보험"
"##Question: 법인 사업자번호가 변경되었을 경우 업무처리 방법 알려줘? ##Answer: 사업자번호, 대표자, 소재지 등이 변경되었더라도 법인의 번호가 동일하다면 변경 전/후 동일한 법인으로 봅니다. 이 경우 변경사유, 변경확인서류 (법인등기부등본등) / 차량등록원부, 사업자등록증, 법인등기부등본을 첨부하시고 변경배서로 진행하시면 됩니다.","자동차보험"
"##Question: 차량 매매시 갱신계약은 누구 명의로 가입해야 하는지 알려줘? ##Answer: 매매상에서 전시중인 차량은 매매상 명의로 보험을 가입해야 합니다. 그러나 차량이 매매되어 명의 이전 예정이라면 매수인이 보험을 가입해야 하고, 매매상 명의로 체결된 계약은 무효 처리됩니다.","자동차보험"
"##Question: 보유자코드는 어떻게 신청하는지 알려줘? ##Answer: ① 사업자번호로 자동차단체업체 검토요청② 인수승인된 업체면 등록서류(사업자등록증/법인등기부등본/차량등록증/운수사업허가증)를 준비하여 보유자코드 담당자에게 송부(자동차정보통 CoP확인)③ 보유자코드 등록완료 이후 설계 가능(보유자코드 신청 후 하루 정도 소요)","자동차보험"
"##Question: 영업용 업체 보유자코드 필요서류 알려줘? ##Answer: 구비서류는 사업허가증(면허증, 등록증), 차종별 차량(건설기계)등록증이 필요하며, 경우에 따라 제작증, 매매계약서, 용도변경확인서 등 요청될 수 있습니다.","자동차보험"
"##Question: 보유자코드 신청 시 영업 허가증 필요한지 알려줘? ##Answer: 보유자코드는 영업용을 설계하기 위해 필요한 코드이므로, 영업을 할 수 있는 허가가 있어야 합니다. 영업 허가증(신고/등록증)이 있는지 업체에 물어보시고, 없다면 업무용 차량이 아닌지 재확인 또는 지입은 아닌지 확인하시기 바랍니다. 지입일 경우, 지입사의 건설기계대여업 허가증(신고/등록증)과 대여관리계약서 제출해야 합니다.","자동차보험"
"##Question: 보유자코드 신청할 때 자동차대여사업등록증 필요한지 알려줘? ##Answer: 자동차대여사업등록증이 없는 경우 대체서류를 보내주시면 개발원에서 검토할 수 있습니다.","자동차보험"
"##Question: 타사에서 받은 보유자코드 등록 알려줘? ##Answer: 보유자코드가 있더라도 우선 당사 고객정보 DB와 단체갱신율 화면에 등록이 되어야 합니다. 해당 심사자에게 등록을 요청하시기 바랍니다.","자동차보험"
"##Question: 영업용 허가증 없이 보유자코드 부여 요청 가능한지 알려줘? ##Answer: 보유자코드는 당사에서 부여하는 것이 아니라 개발원에서 부여하여 업계공통으로 적용되므로 서류가 일부라도 없을 경우 보유자코드를 먼저 부여하지 않습니다.특히 영업용 허가증은 필수서류 중의 하나이므로 미비시 보유자코드 부여가 어렵습니다.","자동차보험"
"##Question: 등록증상 소유주가 전차주인 경우 보유자코드는 어떻게 되는지 알려줘? ##Answer: 매매계약서 등 현재 신청하려는 업체로 명의이전이 확인되는 서류가 반드시 필요합니다. 실제 소유주로 확인되지 않을 시 개발원에서 반려될 가능성이 있습니다.","자동차보험"
"##Question: 건설기계대여업 업체로부터 다시 대여계약하고 있는 경우 보유자코드 신청 가능한지 알려줘? ##Answer: 건설기계의 경우 대여업 허가를 받은 업체와 대여계약을 맺고 영업을 하는 업체의 경우계약을 맺은 회사의 ‘건설기계 대여업 허가증’과 ‘대여계약서’를 첨부하는 조건으로 보유자코드 신청이 가능합니다. 단, 이 경우에도 사업자등록증, 법인등기부등본, 차량등록증상 소유주는 신청회사로 명확하게 확인이 가능해야 합니다.","자동차보험"
"##Question: 소유주 불일치 확인서는 어디서 다운 받을 수 있는지 알려줘? ##Answer: 자동차 정보통 CoP “업무기준양식함”에 있습니다.","자동차보험"
"##Question: 보험기간이 무슨 뜻인지 알려줘? ##Answer: 피보험자에 대해 보험회사가 보상 책임을 지는 기간※ 일반적으로 갱신계약의 경우 보험증권에 기재된 (가입설계시 설정한) 첫날 24시에 시작되어 마지막날 24시까지 효력이 발생","자동차보험"
"##Question: 오늘 가입한 계약인데 책임개시일을 잘못 설계한 경우 배서로 진행되나요?? ##Answer: 보험기간을 수정하는 배서는 없습니다. 당일건 개시전 취소 후 새로 가입해야 합니다.","자동차보험"
"##Question: 신계약의 효력개시 시간 알려줘? ##Answer: 신계약의 효력개시는 0시, 갱신계약인 경우는 24시입니다.","자동차보험"
"##Question: 외국에서 타던 직수입차를 가져오는 경우 책임개시 시간 알려줘? ##Answer: 외국에서 타던 차를 가져오는 경우는 피보험자가 처음으로 자동차보험에 가입하는 자동차로 보아, 24시 기준이 아닌, 영수시점부터 보상 가능합니다.※ 처음으로 자동차보험에 가입하는 자동차란? 이 보험가입 전에 본인 명의로 다른 자동차보험이나 공제계약에 가입한 사실이 없는 자동차로서 자동차판매업자 또는 매매업체 등이 기명피보험자에게 인도된 날로부터 10일 이내 처음으로 자동차보험에 가입하는 자동차(중고차포함) 을 말합니다.","자동차보험"
"##Question: 지속가입계약 오늘 책임개시계약으로 가입하게 되면 보험효력은 언제부터 적용되는지 알려줘? ##Answer: 의무보험은 영수시점, 그 외 임의담보는 개시일 24시부터 적용됩니다. 자동차보험에 처음 가입하는 자동차가 아니므로 의무보험을 제외한 임의담보 및 특약은 24시부터 적용됩니다.","자동차보험"
"##Question: 배서처리시 효력개시는 언제인지 알려줘? ##Answer: ① 차량대체: 회사가 승인한 때부터, 단 추징배서는 영수시점② 그외 배서: 배서기준일 24시부터","자동차보험"
"##Question: 공백기간 환급 받은 경우 보험가입기간 1년으로 인정되는지 알려줘? ##Answer: 공백기간이 있더라도 보험기간 인정도 되며, 할인도 가능합니다. 1년 보험 가입한 것으로 인정됩니다.","자동차보험"
"##Question: 공백기간 환급 시 등록원부 취득일자 기준인지 알려줘? ##Answer: 등록일자 기준으로 설계하셔야 합니다 (ex. 폐차등록일, 명의이전등록일)","자동차보험"
"##Question: 공백기간 환급 배서시 필요한 서류알려줘? ##Answer: ① 권리양도: 등록원부, 이전된 등록증② 말소: 등록원부, 말소사실 증명서 또는 폐차인수 증명서③ 리스차량: 리스 (종료, 반납, 승계) 확인서④ 반품차량: 반품확인서 (제출처의 명판, 직인이 반드시 있어야 함) ","자동차보험"
"##Question: 전손정산 배서 알려줘? ##Answer: 피보험자동차의 전손사고 발생시 차량담보를 소멸해야 하는 경우 실시하는 배서","자동차보험"
"##Question: 전손 알려줘? ##Answer: 피보험자동차가 완전히 파손, 멸실, 오손되어 수리할 수 없는 상태이거나 도난 등 피보험자동차에서 생긴 손해액과 회사가 부담하기로 한 비용의 합산액이 보험가액 이상으로 차량담보를 소멸해야 하는 경우를 말함","자동차보험"
"##Question: 전손정산 배서시 해지는 언제 선택하는지 알려줘? ##Answer: 사고 유형별로 “해지”와 “소멸”을 선택하여 설계 진행(’15. 2월 차량담보가 차대차, 자차단독으로 분리되면서 사고유형별 설계방법 상이)→ 보상이 된 담보 또는 특약은 소멸로 선택, 보상이 안된 담보 및 특약은 해지로 선택유형1) 전손사고가 차대차사고인 경우자기차량손해(차대차) 담보에서 보상처리 되므로 차량담보는 소멸차량단독사고 특약은 해지 선택유형2) 전손사고가 자차단독사고로 인한 경우보상처리가 자차단독사고특약에서 처리되므로 자차단독사고특약은 소멸자기차량손해(차대차)는 해지","자동차보험"
